gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;p_passage_en_l2_1_an;redoublement_en_l1;p_redoublement_en_l1;passage_en_l2_2_ans;p_passage_en_l2_2_ans;passage_en_l2_1_2_ans;p_passage_en_l2_1_2_ans;reorientation_en_dut_1_an;p_reorientation_en_dut_1_an;reorientation_en_dut_2_ans;p_reorientation_en_dut_2_ans;reorientation_en_dut;p_reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;p_reussite_3_ans;reussite_4_ans;p_reussite_4_ans;reussite_3_4_ans;p_reussite_3_4_ans
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;51.0;5.0;9.8;22.0;43.13;4.0;7.84;9.0;17.64;3.0;5.88;0.0;0.0;3.0;5.88;2012;35.0;2.0;5.71;11.0;31.42;13.0;37.14
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;32;Psychologie;4;BAC STMG;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;49.0;2.0;4.08;27.0;55.1;4.0;8.16;6.0;12.24;0.0;0.0;0.0;0.0;0.0;0.0;2012;94.0;5.0;5.31;2.0;2.12;7.0;7.44
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;16.0;0.0;;8.0;;2.0;;2.0;;0.0;;0.0;;0.0;;2012;15.0;0.0;;2.0;;2.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;16.0;2.0;;6.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;31.0;1.0;3.22;1.0;3.22;2.0;6.45
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;27.0;0.0;;8.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;15.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;34;Sciences de l'éducation;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;D;Passable premier groupe;2014;179.0;137.0;76.53;13.0;7.26;7.0;3.91;144.0;80.44;0.0;0.0;0.0;0.0;0.0;0.0;2012;46.0;32.0;69.56;0.0;0.0;32.0;69.56
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;34;Sciences de l'éducation;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;D;Passable premier groupe;2014;68.0;52.0;76.47;6.0;8.82;4.0;5.88;56.0;82.35;0.0;0.0;1.0;1.47;1.0;1.47;2012;7.0;2.0;;1.0;;3.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;1;BAC L;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;35;Sciences de l'information et la communication;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;3.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;25.0;12.0;;7.0;;3.0;;15.0;;1.0;;0.0;;1.0;;2012;19.0;4.0;;1.0;;5.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;12.0;4.0;;2.0;;2.0;;6.0;;0.0;;0.0;;0.0;;2012;19.0;3.0;;3.0;;6.0;
SANTE;Santé;11;Médecine;7;Médecine;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;B;Bien;2014;7.0;7.0;;0.0;;0.0;;7.0;;0.0;;0.0;;0.0;;2012;12.0;9.0;;0.0;;9.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;5;Sciences de l'univers;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;C;Assez bien;2014;66.0;44.0;66.66;15.0;22.72;12.0;18.18;56.0;84.84;0.0;0.0;0.0;0.0;0.0;0.0;2012;214.0;116.0;54.2;38.0;17.75;154.0;71.96
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;4.0;3.0;;1.0;;0.0;;3.0;;0.0;;0.0;;0.0;;2012;6.0;2.0;;1.0;;3.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;2;BAC ES;R2;En retard de plus d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;C;Assez bien;2014;1347.0;837.0;62.13;269.0;19.97;196.0;14.55;1033.0;76.68;43.0;3.19;10.0;0.74;53.0;3.93;2012;959.0;409.0;42.64;173.0;18.03;582.0;60.68
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;203.0;24.0;11.82;101.0;49.75;46.0;22.66;70.0;34.48;4.0;1.97;2.0;0.98;6.0;2.95;2012;146.0;7.0;4.79;23.0;15.75;30.0;20.54
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;5;BAC technologique hors STMG;R1;En retard d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;139.0;4.0;2.87;48.0;34.53;3.0;2.15;7.0;5.03;3.0;2.15;0.0;0.0;3.0;2.15;2012;176.0;4.0;2.27;5.0;2.84;9.0;5.11
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;5;BAC technologique hors STMG;R1;En retard d'un an;Ensemble;Ensemble;Q;Inconnue;2014;22.0;1.0;;7.0;;1.0;;2.0;;0.0;;0.0;;0.0;;2012;13.0;1.0;;1.0;;2.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;4.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;1.0;1.0;;0.0;;1.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;2.0;1.0;;1.0;;1.0;;2.0;;0.0;;0.0;;0.0;;2012;1.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;A;Très bien;2014;7.0;6.0;;1.0;;1.0;;7.0;;0.0;;0.0;;0.0;;2012;9.0;4.0;;1.0;;5.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;1;BAC L;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;;;;;;;;2012;3.0;0.0;;1.0;;1.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;37;Sciences politiques;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;Ensemble;Ensemble;2014;53.0;24.0;45.28;17.0;32.07;11.0;20.75;35.0;66.03;0.0;0.0;0.0;0.0;0.0;0.0;2012;75.0;30.0;40.0;9.0;12.0;39.0;52.0
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;2;BAC ES;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;3;BAC S;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;;;;;;;;2012;2.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;Ensemble;Ensemble;2014;169.0;26.0;15.38;64.0;37.86;15.0;8.87;41.0;24.26;2.0;1.18;1.0;0.59;3.0;1.77;2012;256.0;46.0;17.96;22.0;8.59;68.0;26.56
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;2.0;0.0;;1.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;4.0;1.0;;0.0;;1.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;40;Administration économique et sociale;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;Ensemble;Ensemble;2014;880.0;214.0;24.31;291.0;33.06;101.0;11.47;315.0;35.79;15.0;1.7000000000000002;3.0;0.34;18.0;2.04;2012;867.0;157.0;18.1;82.0;9.45;239.0;27.56
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;2;BAC ES;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;2.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;B;Bien;2014;2.0;0.0;;1.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;1;BAC L;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;70.0;23.0;32.85;29.0;41.42;13.0;18.57;36.0;51.42;3.0;4.28;0.0;0.0;3.0;4.28;2012;71.0;8.0;11.26;9.0;12.67;17.0;23.94
STAPS;STAPS;10;STAPS;10;STAPS;1;BAC L;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;3.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;4.0;1.0;;1.0;;2.0;
STAPS;STAPS;10;STAPS;10;STAPS;4;BAC STMG;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;13.0;4.0;;4.0;;1.0;;5.0;;0.0;;0.0;;0.0;;2012;6.0;2.0;;1.0;;3.0;
STAPS;STAPS;10;STAPS;10;STAPS;5;BAC technologique hors STMG;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;21.0;14.0;;4.0;;2.0;;16.0;;0.0;;0.0;;0.0;;2012;10.0;5.0;;0.0;;5.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;37;Sciences politiques;1;BAC L;R2;En retard de plus d'un an;1;Homme;Ensemble;Ensemble;2014;3.0;2.0;;1.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;4.0;0.0;;1.0;;1.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;40;Administration économique et sociale;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;59.0;37.0;62.71;10.0;16.94;7.0;11.86;44.0;74.57;2.0;3.38;0.0;0.0;2.0;3.38;2012;44.0;23.0;52.27;7.0;15.9;30.0;68.18
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;16.0;13.0;;1.0;;0.0;;13.0;;0.0;;0.0;;0.0;;2012;262.0;139.0;53.05;41.0;15.64;180.0;68.7
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Ensemble;Ensemble;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;9.0;0.0;;2.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;38;Sciences économiques;3;BAC S;R2;En retard de plus d'un an;2;Femme;Ensemble;Ensemble;2014;11.0;4.0;;6.0;;4.0;;8.0;;0.0;;0.0;;0.0;;2012;9.0;3.0;;2.0;;5.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;1.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;229.0;28.0;12.22;69.0;30.13;16.0;6.98;44.0;19.21;7.0;3.05;2.0;0.87;9.0;3.93;2012;188.0;17.0;9.04;16.0;8.51;33.0;17.55
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;40;Administration économique et sociale;2;BAC ES;R2;En retard de plus d'un an;2;Femme;Ensemble;Ensemble;2014;88.0;32.0;36.36;35.0;39.77;6.0;6.8100000000000005;38.0;43.18;0.0;0.0;0.0;0.0;0.0;0.0;2012;111.0;20.0;18.01;13.0;11.71;33.0;29.72
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;21;Arts;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;12.0;4.0;;5.0;;4.0;;8.0;;0.0;;0.0;;0.0;;2012;9.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;3;BAC S;R2;En retard de plus d'un an;2;Femme;Ensemble;Ensemble;2014;5.0;2.0;;1.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;4.0;1.0;;1.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;21;Arts;1;BAC L;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;7.0;1.0;;1.0;;1.0;;2.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;1.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;21;Arts;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;62.0;41.0;66.12;4.0;6.45;2.0;3.22;43.0;69.35;1.0;1.6099999999999999;0.0;0.0;1.0;1.6099999999999999;2012;51.0;23.0;45.09;7.0;13.72;30.0;58.82
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;313.0;206.0;65.81;56.0;17.89;42.0;13.41;248.0;79.23;7.0;2.23;0.0;0.0;7.0;2.23;2012;248.0;150.0;60.48;26.0;10.48;176.0;70.96
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;3.0;1.0;;1.0;;1.0;;2.0;;0.0;;0.0;;0.0;;2012;23.0;13.0;;2.0;;15.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;1.0;0.0;;0.0;;0.0;;0.0;;1.0;;0.0;;1.0;;2012;2.0;0.0;;1.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;2;BAC ES;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;12.0;5.0;;3.0;;0.0;;5.0;;0.0;;0.0;;0.0;;2012;10.0;2.0;;1.0;;3.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;4.0;1.0;;2.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;4.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;36.0;10.0;27.77;7.0;19.44;1.0;2.77;11.0;30.55;0.0;0.0;1.0;2.77;1.0;2.77;2012;7.0;1.0;;2.0;;3.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;65;Pluridisciplinaire langues;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;Ensemble;Ensemble;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;5;Langues;24;Langues étrangères appliquées;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Ensemble;Ensemble;2014;84.0;15.0;17.85;23.0;27.38;8.0;9.52;23.0;27.38;2.0;2.38;0.0;0.0;2.0;2.38;2012;48.0;8.0;16.66;4.0;8.33;12.0;25.0
LLSH;Lettres, langues et sciences humaines;5;Langues;24;Langues étrangères appliquées;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;;;;;;;;2012;6.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;3;BAC S;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;3.0;3.0;;0.0;;0.0;;3.0;;0.0;;0.0;;0.0;;2012;3.0;2.0;;1.0;;3.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;24;Langues étrangères appliquées;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;;;;;;;;;;;;;;;;2012;2.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;6.0;5.0;;0.0;;5.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;;;;;;;;;;;;;;;;2012;1.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;65;Pluridisciplinaire langues;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;3;BAC S;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;174.0;128.0;73.56;18.0;10.34;13.0;7.47;141.0;81.03;4.0;2.29;0.0;0.0;4.0;2.29;2012;274.0;147.0;53.64;28.0;10.21;175.0;63.86
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;3;BAC S;R1;En retard d'un an;2;Femme;Ensemble;Ensemble;2014;31.0;21.0;67.74;5.0;16.12;2.0;6.45;23.0;74.19;0.0;0.0;0.0;0.0;0.0;0.0;2012;50.0;18.0;36.0;5.0;10.0;23.0;46.0
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;1;BAC L;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;14.0;7.0;;5.0;;1.0;;8.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;2;BAC ES;R1;En retard d'un an;1;Homme;B;Bien;2014;9.0;7.0;;2.0;;1.0;;8.0;;0.0;;1.0;;1.0;;2012;10.0;7.0;;2.0;;9.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;1;BAC L;R1;En retard d'un an;1;Homme;Ensemble;Ensemble;2014;3.0;0.0;;3.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;1.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;78.0;8.0;10.25;24.0;30.76;6.0;7.69;14.0;17.94;5.0;6.41;0.0;0.0;5.0;6.41;2012;50.0;3.0;6.0;1.0;2.0;4.0;8.0
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;2;BAC ES;R1;En retard d'un an;1;Homme;Ensemble;Ensemble;2014;2.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;3.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;3;BAC S;R0;A l'heure ou en avance;1;Homme;Ensemble;Ensemble;2014;448.0;220.0;49.1;138.0;30.8;70.0;15.62;290.0;64.73;20.0;4.46;3.0;0.66;23.0;5.13;2012;332.0;135.0;40.66;54.0;16.26;189.0;56.92
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;1;BAC L;R0;A l'heure ou en avance;1;Homme;Ensemble;Ensemble;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;28;Géographie;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;;;;;;;;;;;;;;;;2012;14.0;1.0;;1.0;;2.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;Ensemble;Ensemble;2014;6.0;1.0;;3.0;;0.0;;1.0;;1.0;;0.0;;1.0;;2012;11.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;2;BAC ES;R2;En retard de plus d'un an;1;Homme;Ensemble;Ensemble;2014;9.0;1.0;;5.0;;2.0;;3.0;;0.0;;0.0;;0.0;;2012;15.0;2.0;;2.0;;4.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;5.0;2.0;;1.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;4.0;2.0;;1.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;3.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;9.0;6.0;;2.0;;0.0;;6.0;;1.0;;0.0;;1.0;;2012;1.0;1.0;;0.0;;1.0;
